Tipo de residuo;Comunidades autónomas;periodo;Total
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cataluña;2011;2.801
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Cataluña;2010;3.873
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2018;3.212
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2017;2.331
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2016;1.617
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2015;4.396
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2014;3.652
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2013;1.214
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2012;1.881
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2011;328
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Comunitat Valenciana;2010;1.192
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2018;263
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2017;116
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2016;259
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2015;214
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2014;178
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2013;182
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2012;216
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2011;267
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Extremadura;2010;271
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2018;7.460
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2017;6.736
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2016;5.089
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2015;8.726
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2014;7.249
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2013;3.358
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2012;3.236
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2011;6.351
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Galicia;2010;784
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2018;4.070
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2017;2.512
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2016;2.229
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2015;10.004
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2014;8.311
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2013;1.415
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2012;1.951
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2011;2.157
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Madrid, Comunidad de;2010;10.253
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2018;1.311
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2017;1.688
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2016;965
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2015;2.373
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2014;1.971
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2013;372
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2012;564
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2011;2.020
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Murcia, Región de;2010;1.752
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2018;4.696
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2017;4.384
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2016;3.936
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2015;1.360
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2014;1.130
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2013;2.118
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2012;2.273
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2011;2.629
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Navarra, Comunidad Foral de;2010;3.626
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2018;3.746
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2017;7.290
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2016;5.190
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2015;4.776
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2014;3.968
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2013;15.067
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2012;5.429
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2011;2.056
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;País Vasco;2010;2.092
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2018;178
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2017;223
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2016;213
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2015;68
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2014;56
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2013;34
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2012;73
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2011;0
08.2 y 08.43 Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados;Rioja, La;2010;266
08.41 Residuos de pilas y acumuladores;Total nacional;2018;1.890
08.41 Residuos de pilas y acumuladores;Total nacional;2017;1.780
08.41 Residuos de pilas y acumuladores;Total nacional;2016;1.920
08.41 Residuos de pilas y acumuladores;Total nacional;2015;3.687
08.41 Residuos de pilas y acumuladores;Total nacional;2014;3.061
08.41 Residuos de pilas y acumuladores;Total nacional;2013;7.119
08.41 Residuos de pilas y acumuladores;Total nacional;2012;1.876
08.41 Residuos de pilas y acumuladores;Total nacional;2011;1.624
08.41 Residuos de pilas y acumuladores;Total nacional;2010;3.083
08.41 Residuos de pilas y acumuladores;Andalucía;2018;108
08.41 Residuos de pilas y acumuladores;Andalucía;2017;118
08.41 Residuos de pilas y acumuladores;Andalucía;2016;149
08.41 Residuos de pilas y acumuladores;Andalucía;2015;161
08.41 Residuos de pilas y acumuladores;Andalucía;2014;132
08.41 Residuos de pilas y acumuladores;Andalucía;2013;134
08.41 Residuos de pilas y acumuladores;Andalucía;2012;129
08.41 Residuos de pilas y acumuladores;Andalucía;2011;148
08.41 Residuos de pilas y acumuladores;Andalucía;2010;305
08.41 Residuos de pilas y acumuladores;Aragón;2018;12
08.41 Residuos de pilas y acumuladores;Aragón;2017;46
08.41 Residuos de pilas y acumuladores;Aragón;2016;57
08.41 Residuos de pilas y acumuladores;Aragón;2015;5
08.41 Residuos de pilas y acumuladores;Aragón;2014;4
08.41 Residuos de pilas y acumuladores;Aragón;2013;10
08.41 Residuos de pilas y acumuladores;Aragón;2012;56
08.41 Residuos de pilas y acumuladores;Aragón;2011;61
08.41 Residuos de pilas y acumuladores;Aragón;2010;68
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2018;21
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2017;11
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2016;8
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2015;21
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2014;17
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2013;6
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2012;74
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2011;79
08.41 Residuos de pilas y acumuladores;Asturias, Principado de;2010;202
08.41 Residuos de pilas y acumuladores;Balears, Illes;2018;19
08.41 Residuos de pilas y acumuladores;Balears, Illes;2017;28
08.41 Residuos de pilas y acumuladores;Balears, Illes;2016;0
08.41 Residuos de pilas y acumuladores;Balears, Illes;2015;14
08.41 Residuos de pilas y acumuladores;Balears, Illes;2014;11
08.41 Residuos de pilas y acumuladores;Balears, Illes;2013;10
08.41 Residuos de pilas y acumuladores;Balears, Illes;2012;2
08.41 Residuos de pilas y acumuladores;Balears, Illes;2011;1
08.41 Residuos de pilas y acumuladores;Balears, Illes;2010;59
08.41 Residuos de pilas y acumuladores;Canarias;2018;385
08.41 Residuos de pilas y acumuladores;Canarias;2017;209
08.41 Residuos de pilas y acumuladores;Canarias;2016;48
08.41 Residuos de pilas y acumuladores;Canarias;2015;814
08.41 Residuos de pilas y acumuladores;Canarias;2014;676
08.41 Residuos de pilas y acumuladores;Canarias;2013;21
08.41 Residuos de pilas y acumuladores;Canarias;2012;55
08.41 Residuos de pilas y acumuladores;Canarias;2011;28
08.41 Residuos de pilas y acumuladores;Canarias;2010;61
08.41 Residuos de pilas y acumuladores;Cantabria;2018;46
08.41 Residuos de pilas y acumuladores;Cantabria;2017;41
08.41 Residuos de pilas y acumuladores;Cantabria;2016;45
08.41 Residuos de pilas y acumuladores;Cantabria;2015;73
08.41 Residuos de pilas y acumuladores;Cantabria;2014;61
08.41 Residuos de pilas y acumuladores;Cantabria;2013;58
08.41 Residuos de pilas y acumuladores;Cantabria;2012;97
08.41 Residuos de pilas y acumuladores;Cantabria;2011;57
08.41 Residuos de pilas y acumuladores;Cantabria;2010;74
08.41 Residuos de pilas y acumuladores;Castilla y León;2018;234
08.41 Residuos de pilas y acumuladores;Castilla y León;2017;178
08.41 Residuos de pilas y acumuladores;Castilla y León;2016;342
08.41 Residuos de pilas y acumuladores;Castilla y León;2015;219
08.41 Residuos de pilas y acumuladores;Castilla y León;2014;182
08.41 Residuos de pilas y acumuladores;Castilla y León;2013;218
08.41 Residuos de pilas y acumuladores;Castilla y León;2012;151
08.41 Residuos de pilas y acumuladores;Castilla y León;2011;173
08.41 Residuos de pilas y acumuladores;Castilla y León;2010;344
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2018;86
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2017;51
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2016;87
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2015;264
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2014;219
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2013;2.760
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2012;51
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2011;140
08.41 Residuos de pilas y acumuladores;Castilla - La Mancha;2010;234
08.41 Residuos de pilas y acumuladores;Cataluña;2018;374
08.41 Residuos de pilas y acumuladores;Cataluña;2017;393
08.41 Residuos de pilas y acumuladores;Cataluña;2016;257
08.41 Residuos de pilas y acumuladores;Cataluña;2015;857
08.41 Residuos de pilas y acumuladores;Cataluña;2014;712
08.41 Residuos de pilas y acumuladores;Cataluña;2013;367
08.41 Residuos de pilas y acumuladores;Cataluña;2012;335
08.41 Residuos de pilas y acumuladores;Cataluña;2011;137
08.41 Residuos de pilas y acumuladores;Cataluña;2010;159
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2018;123
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2017;98
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2016;77
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2015;83
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2014;69
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2013;2.564
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2012;78
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2011;59
08.41 Residuos de pilas y acumuladores;Comunitat Valenciana;2010;652
08.41 Residuos de pilas y acumuladores;Extremadura;2018;10
08.41 Residuos de pilas y acumuladores;Extremadura;2017;9
08.41 Residuos de pilas y acumuladores;Extremadura;2016;12
08.41 Residuos de pilas y acumuladores;Extremadura;2015;21
08.41 Residuos de pilas y acumuladores;Extremadura;2014;17
08.41 Residuos de pilas y acumuladores;Extremadura;2013;13
08.41 Residuos de pilas y acumuladores;Extremadura;2012;32
08.41 Residuos de pilas y acumuladores;Extremadura;2011;35
08.41 Residuos de pilas y acumuladores;Extremadura;2010;42
08.41 Residuos de pilas y acumuladores;Galicia;2018;38
08.41 Residuos de pilas y acumuladores;Galicia;2017;72
08.41 Residuos de pilas y acumuladores;Galicia;2016;324
08.41 Residuos de pilas y acumuladores;Galicia;2015;79
08.41 Residuos de pilas y acumuladores;Galicia;2014;66
08.41 Residuos de pilas y acumuladores;Galicia;2013;297
08.41 Residuos de pilas y acumuladores;Galicia;2012;86
08.41 Residuos de pilas y acumuladores;Galicia;2011;73
08.41 Residuos de pilas y acumuladores;Galicia;2010;90
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2018;104
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2017;147
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2016;148
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2015;164
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2014;137
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2013;153
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2012;320
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2011;287
08.41 Residuos de pilas y acumuladores;Madrid, Comunidad de;2010;293
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2018;40
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2017;61
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2016;95
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2015;730
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2014;606
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2013;108
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2012;120
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2011;133
08.41 Residuos de pilas y acumuladores;Murcia, Región de;2010;218
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2018;128
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2017;121
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2016;120
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2015;58
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2014;48
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2013;233
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2012;73
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2011;62
08.41 Residuos de pilas y acumuladores;Navarra, Comunidad Foral de;2010;118
08.41 Residuos de pilas y acumuladores;País Vasco;2018;142
08.41 Residuos de pilas y acumuladores;País Vasco;2017;174
08.41 Residuos de pilas y acumuladores;País Vasco;2016;139
08.41 Residuos de pilas y acumuladores;País Vasco;2015;109
08.41 Residuos de pilas y acumuladores;País Vasco;2014;91
08.41 Residuos de pilas y acumuladores;País Vasco;2013;164
08.41 Residuos de pilas y acumuladores;País Vasco;2012;175
08.41 Residuos de pilas y acumuladores;País Vasco;2011;149
08.41 Residuos de pilas y acumuladores;País Vasco;2010;157
08.41 Residuos de pilas y acumuladores;Rioja, La;2018;16
08.41 Residuos de pilas y acumuladores;Rioja, La;2017;16
08.41 Residuos de pilas y acumuladores;Rioja, La;2016;11
08.41 Residuos de pilas y acumuladores;Rioja, La;2015;15
08.41 Residuos de pilas y acumuladores;Rioja, La;2014;13
08.41 Residuos de pilas y acumuladores;Rioja, La;2013;2
08.41 Residuos de pilas y acumuladores;Rioja, La;2012;5
08.41 Residuos de pilas y acumuladores;Rioja, La;2011;0
08.41 Residuos de pilas y acumuladores;Rioja, La;2010;7
09. Residuos animales y vegetales;Total nacional;2018;1.010.016
09. Residuos animales y vegetales;Total nacional;2017;876.822
09. Residuos animales y vegetales;Total nacional;2016;835.703
09. Residuos animales y vegetales;Total nacional;2015;789.919
09. Residuos animales y vegetales;Total nacional;2014;781.960
09. Residuos animales y vegetales;Total nacional;2013;844.081
09. Residuos animales y vegetales;Total nacional;2012;799.776
09. Residuos animales y vegetales;Total nacional;2011;930.511
09. Residuos animales y vegetales;Total nacional;2010;954.377
09. Residuos animales y vegetales;Andalucía;2018;92.395
09. Residuos animales y vegetales;Andalucía;2017;92.046
09. Residuos animales y vegetales;Andalucía;2016;89.603
09. Residuos animales y vegetales;Andalucía;2015;98.345
09. Residuos animales y vegetales;Andalucía;2014;99.030
09. Residuos animales y vegetales;Andalucía;2013;96.069
09. Residuos animales y vegetales;Andalucía;2012;94.194
09. Residuos animales y vegetales;Andalucía;2011;105.106
09. Residuos animales y vegetales;Andalucía;2010;91.419
09. Residuos animales y vegetales;Aragón;2018;8.503
09. Residuos animales y vegetales;Aragón;2017;1.539
09. Residuos animales y vegetales;Aragón;2016;7.480
09. Residuos animales y vegetales;Aragón;2015;16.095
09. Residuos animales y vegetales;Aragón;2014;3.996
09. Residuos animales y vegetales;Aragón;2013;4.978
09. Residuos animales y vegetales;Aragón;2012;4.503
09. Residuos animales y vegetales;Aragón;2011;4.515
09. Residuos animales y vegetales;Aragón;2010;4.952
09. Residuos animales y vegetales;Asturias, Principado de;2018;4.879
09. Residuos animales y vegetales;Asturias, Principado de;2017;18.226
09. Residuos animales y vegetales;Asturias, Principado de;2016;13.728
09. Residuos animales y vegetales;Asturias, Principado de;2015;7.284
09. Residuos animales y vegetales;Asturias, Principado de;2014;7.365
09. Residuos animales y vegetales;Asturias, Principado de;2013;7.895
09. Residuos animales y vegetales;Asturias, Principado de;2012;6.287
09. Residuos animales y vegetales;Asturias, Principado de;2011;18.626
09. Residuos animales y vegetales;Asturias, Principado de;2010;7.767
09. Residuos animales y vegetales;Balears, Illes;2018;54.262
09. Residuos animales y vegetales;Balears, Illes;2017;42.829
09. Residuos animales y vegetales;Balears, Illes;2016;36.739
09. Residuos animales y vegetales;Balears, Illes;2015;32.961
09. Residuos animales y vegetales;Balears, Illes;2014;30.772
09. Residuos animales y vegetales;Balears, Illes;2013;39.566
09. Residuos animales y vegetales;Balears, Illes;2012;22.447
09. Residuos animales y vegetales;Balears, Illes;2011;31.026
09. Residuos animales y vegetales;Balears, Illes;2010;36.670
09. Residuos animales y vegetales;Canarias;2018;27.922
09. Residuos animales y vegetales;Canarias;2017;21.812
09. Residuos animales y vegetales;Canarias;2016;19.956
09. Residuos animales y vegetales;Canarias;2015;21.541
09. Residuos animales y vegetales;Canarias;2014;38.799
09. Residuos animales y vegetales;Canarias;2013;41.310
09. Residuos animales y vegetales;Canarias;2012;26.477
09. Residuos animales y vegetales;Canarias;2011;78.136
09. Residuos animales y vegetales;Canarias;2010;13.089
09. Residuos animales y vegetales;Cantabria;2018;4.400
09. Residuos animales y vegetales;Cantabria;2017;3.035
09. Residuos animales y vegetales;Cantabria;2016;3.079
09. Residuos animales y vegetales;Cantabria;2015;4.034
09. Residuos animales y vegetales;Cantabria;2014;1.418
09. Residuos animales y vegetales;Cantabria;2013;9.301
09. Residuos animales y vegetales;Cantabria;2012;3.040
09. Residuos animales y vegetales;Cantabria;2011;7.170
09. Residuos animales y vegetales;Cantabria;2010;14.755
09. Residuos animales y vegetales;Castilla y León;2018;6.472
09. Residuos animales y vegetales;Castilla y León;2017;4.204
09. Residuos animales y vegetales;Castilla y León;2016;5.235
09. Residuos animales y vegetales;Castilla y León;2015;4.808
09. Residuos animales y vegetales;Castilla y León;2014;6.197
09. Residuos animales y vegetales;Castilla y León;2013;6.993
09. Residuos animales y vegetales;Castilla y León;2012;6.701
09. Residuos animales y vegetales;Castilla y León;2011;4.296
09. Residuos animales y vegetales;Castilla y León;2010;8.652
09. Residuos animales y vegetales;Castilla - La Mancha;2018;3.967
09. Residuos animales y vegetales;Castilla - La Mancha;2017;3.131
09. Residuos animales y vegetales;Castilla - La Mancha;2016;1.331
09. Residuos animales y vegetales;Castilla - La Mancha;2015;0
09. Residuos animales y vegetales;Castilla - La Mancha;2014;0
09. Residuos animales y vegetales;Castilla - La Mancha;2013;432
09. Residuos animales y vegetales;Castilla - La Mancha;2012;0
09. Residuos animales y vegetales;Castilla - La Mancha;2011;0
09. Residuos animales y vegetales;Castilla - La Mancha;2010;0
09. Residuos animales y vegetales;Cataluña;2018;472.450
09. Residuos animales y vegetales;Cataluña;2017;465.230
09. Residuos animales y vegetales;Cataluña;2016;449.152
09. Residuos animales y vegetales;Cataluña;2015;430.929
09. Residuos animales y vegetales;Cataluña;2014;421.902
09. Residuos animales y vegetales;Cataluña;2013;428.508
09. Residuos animales y vegetales;Cataluña;2012;413.249
09. Residuos animales y vegetales;Cataluña;2011;462.395
09. Residuos animales y vegetales;Cataluña;2010;480.290
09. Residuos animales y vegetales;Comunitat Valenciana;2018;74.512
09. Residuos animales y vegetales;Comunitat Valenciana;2017;64.083
09. Residuos animales y vegetales;Comunitat Valenciana;2016;35.000
09. Residuos animales y vegetales;Comunitat Valenciana;2015;39.696
09. Residuos animales y vegetales;Comunitat Valenciana;2014;41.173
09. Residuos animales y vegetales;Comunitat Valenciana;2013;52.175
09. Residuos animales y vegetales;Comunitat Valenciana;2012;70.675
09. Residuos animales y vegetales;Comunitat Valenciana;2011;70.792
09. Residuos animales y vegetales;Comunitat Valenciana;2010;88.836
09. Residuos animales y vegetales;Extremadura;2018;0
09. Residuos animales y vegetales;Extremadura;2017;0
09. Residuos animales y vegetales;Extremadura;2016;0
09. Residuos animales y vegetales;Extremadura;2015;0
09. Residuos animales y vegetales;Extremadura;2014;0
09. Residuos animales y vegetales;Extremadura;2013;0
09. Residuos animales y vegetales;Extremadura;2012;0
09. Residuos animales y vegetales;Extremadura;2011;0
09. Residuos animales y vegetales;Extremadura;2010;0
09. Residuos animales y vegetales;Galicia;2018;52.319
09. Residuos animales y vegetales;Galicia;2017;47.276
09. Residuos animales y vegetales;Galicia;2016;45.756
09. Residuos animales y vegetales;Galicia;2015;45.501
09. Residuos animales y vegetales;Galicia;2014;45.929
09. Residuos animales y vegetales;Galicia;2013;43.208
09. Residuos animales y vegetales;Galicia;2012;51.994
09. Residuos animales y vegetales;Galicia;2011;52.015
09. Residuos animales y vegetales;Galicia;2010;55.537
09. Residuos animales y vegetales;Madrid, Comunidad de;2018;95.845
09. Residuos animales y vegetales;Madrid, Comunidad de;2017;54.526
09. Residuos animales y vegetales;Madrid, Comunidad de;2016;59.119
09. Residuos animales y vegetales;Madrid, Comunidad de;2015;25.557
09. Residuos animales y vegetales;Madrid, Comunidad de;2014;51.197
09. Residuos animales y vegetales;Madrid, Comunidad de;2013;62.314
09. Residuos animales y vegetales;Madrid, Comunidad de;2012;49.629
09. Residuos animales y vegetales;Madrid, Comunidad de;2011;51.192
09. Residuos animales y vegetales;Madrid, Comunidad de;2010;52.720
09. Residuos animales y vegetales;Murcia, Región de;2018;9.046
09. Residuos animales y vegetales;Murcia, Región de;2017;4.812
09. Residuos animales y vegetales;Murcia, Región de;2016;5.177
09. Residuos animales y vegetales;Murcia, Región de;2015;11.503
09. Residuos animales y vegetales;Murcia, Región de;2014;4.788
09. Residuos animales y vegetales;Murcia, Región de;2013;4.671
09. Residuos animales y vegetales;Murcia, Región de;2012;7.402
09. Residuos animales y vegetales;Murcia, Región de;2011;2.312
09. Residuos animales y vegetales;Murcia, Región de;2010;52.953
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2018;38.706
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2017;34.191
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2016;49.360
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2015;43.156
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2014;22.506
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2013;21.375
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2012;20.858
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2011;25.607
09. Residuos animales y vegetales;Navarra, Comunidad Foral de;2010;27.200
09. Residuos animales y vegetales;País Vasco;2018;64.337
09. Residuos animales y vegetales;País Vasco;2017;19.882
09. Residuos animales y vegetales;País Vasco;2016;14.988
09. Residuos animales y vegetales;País Vasco;2015;8.509
09. Residuos animales y vegetales;País Vasco;2014;6.888
09. Residuos animales y vegetales;País Vasco;2013;25.286
09. Residuos animales y vegetales;País Vasco;2012;22.319
09. Residuos animales y vegetales;País Vasco;2011;17.323
09. Residuos animales y vegetales;País Vasco;2010;16.071
09. Residuos animales y vegetales;Rioja, La;2018;0
09. Residuos animales y vegetales;Rioja, La;2017;0
09. Residuos animales y vegetales;Rioja, La;2016;0
09. Residuos animales y vegetales;Rioja, La;2015;0
09. Residuos animales y vegetales;Rioja, La;2014;0
09. Residuos animales y vegetales;Rioja, La;2013;0
