Tipo de residuo;Comunidades autónomas;periodo;Total
TOTAL RESIDUOS MEZCLADOS;País Vasco;2016;670.781
TOTAL RESIDUOS MEZCLADOS;País Vasco;2015;668.201
TOTAL RESIDUOS MEZCLADOS;País Vasco;2014;571.480
TOTAL RESIDUOS MEZCLADOS;País Vasco;2013;801.449
TOTAL RESIDUOS MEZCLADOS;País Vasco;2012;780.061
TOTAL RESIDUOS MEZCLADOS;País Vasco;2011;691.950
TOTAL RESIDUOS MEZCLADOS;País Vasco;2010;718.303
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2018;111.116
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2017;108.535
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2016;107.762
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2015;106.096
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2014;105.537
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2013;111.728
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2012;105.829
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2011;110.515
TOTAL RESIDUOS MEZCLADOS;Rioja, La;2010;112.685
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2018;4.419.204
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2017;4.243.191
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2016;3.826.298
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2015;3.892.745
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2014;3.798.230
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2013;3.932.859
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2012;4.080.708
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2011;4.508.351
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Total nacional;2010;4.984.758
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2018;518.363
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2017;510.528
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2016;488.015
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2015;503.256
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2014;481.568
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2013;555.306
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2012;574.851
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2011;624.371
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Andalucía;2010;605.939
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2018;150.805
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2017;106.325
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2016;70.424
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2015;107.822
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2014;92.990
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2013;96.726
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2012;113.536
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2011;116.986
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Aragón;2010;108.794
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2018;97.024
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2017;138.698
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2016;140.021
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2015;138.124
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2014;130.504
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2013;130.662
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2012;131.819
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2011;142.598
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Asturias, Principado de;2010;166.909
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2018;220.972
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2017;182.323
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2016;147.364
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2015;137.739
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2014;130.430
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2013;202.247
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2012;123.891
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2011;109.618
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Balears, Illes;2010;109.410
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2018;177.033
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2017;149.992
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2016;148.502
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2015;119.117
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2014;132.153
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2013;132.653
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2012;148.058
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2011;207.471
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Canarias;2010;188.999
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2018;58.693
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2017;49.233
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2016;48.838
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2015;50.366
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2014;47.111
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2013;54.282
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2012;57.703
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2011;67.751
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cantabria;2010;88.166
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2018;153.017
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2017;148.242
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2016;146.783
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2015;136.311
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2014;136.016
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2013;166.033
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2012;199.211
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2011;251.790
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla y León;2010;260.253
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2018;107.747
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2017;105.504
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2016;89.445
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2015;75.897
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2014;76.125
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2013;97.075
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2012;80.471
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2011;97.066
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Castilla - La Mancha;2010;130.662
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2018;1.137.453
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2017;1.282.752
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2016;1.099.049
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2015;1.177.821
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2014;1.136.925
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2013;1.051.240
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2012;1.212.615
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2011;1.300.671
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Cataluña;2010;1.479.495
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2018;393.599
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2017;349.918
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2016;272.449
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2015;277.192
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2014;278.717
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2013;313.975
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2012;291.574
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2011;324.998
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Comunitat Valenciana;2010;376.205
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2018;59.562
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2017;61.882
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2016;69.949
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2015;88.226
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2014;86.377
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2013;54.370
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2012;53.096
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2011;40.679
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Extremadura;2010;57.601
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2018;184.342
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2017;168.301
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2016;164.769
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2015;202.545
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2014;200.492
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2013;167.134
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2012;167.444
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2011;173.526
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Galicia;2010;192.354
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2018;519.173
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2017;419.524
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2016;394.312
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2015;349.317
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2014;375.321
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2013;390.998
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2012;416.686
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2011;479.813
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Madrid, Comunidad de;2010;529.660
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2018;82.474
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2017;71.074
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2016;69.291
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2015;79.349
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2014;69.159
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2013;53.090
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2012;59.726
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2011;66.929
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Murcia, Región de;2010;180.039
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2018;120.625
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2017;111.113
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2016;124.270
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2015;134.680
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2014;111.958
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2013;98.710
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2012;105.650
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2011;122.047
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Navarra, Comunidad Foral de;2010;120.800
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2018;406.248
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2017;358.427
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2016;316.442
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2015;277.954
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2014;275.201
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2013;345.133
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2012;318.831
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2011;356.809
TOTAL RESIDUOS DE RECOGIDA SEPARADA;País Vasco;2010;357.750
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2018;23.005
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2017;22.188
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2016;30.323
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2015;20.815
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2014;19.758
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2013;18.237
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2012;18.773
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2011;19.283
TOTAL RESIDUOS DE RECOGIDA SEPARADA;Rioja, La;2010;21.838
TOTAL RESIDUOS;Total nacional;2018;22.703.767
TOTAL RESIDUOS;Total nacional;2017;22.515.181
TOTAL RESIDUOS;Total nacional;2016;21.878.373
TOTAL RESIDUOS;Total nacional;2015;21.646.294
TOTAL RESIDUOS;Total nacional;2014;21.328.307
TOTAL RESIDUOS;Total nacional;2013;21.785.685
TOTAL RESIDUOS;Total nacional;2012;22.395.811
TOTAL RESIDUOS;Total nacional;2011;23.281.979
TOTAL RESIDUOS;Total nacional;2010;24.380.023
TOTAL RESIDUOS;Andalucía;2018;4.427.256
TOTAL RESIDUOS;Andalucía;2017;4.385.397
TOTAL RESIDUOS;Andalucía;2016;4.395.591
TOTAL RESIDUOS;Andalucía;2015;4.237.916
TOTAL RESIDUOS;Andalucía;2014;4.171.241
TOTAL RESIDUOS;Andalucía;2013;4.562.894
TOTAL RESIDUOS;Andalucía;2012;4.809.414
TOTAL RESIDUOS;Andalucía;2011;4.572.709
TOTAL RESIDUOS;Andalucía;2010;4.974.949
TOTAL RESIDUOS;Aragón;2018;650.458
TOTAL RESIDUOS;Aragón;2017;579.739
TOTAL RESIDUOS;Aragón;2016;529.040
TOTAL RESIDUOS;Aragón;2015;565.548
TOTAL RESIDUOS;Aragón;2014;545.091
TOTAL RESIDUOS;Aragón;2013;548.391
TOTAL RESIDUOS;Aragón;2012;577.705
TOTAL RESIDUOS;Aragón;2011;609.253
TOTAL RESIDUOS;Aragón;2010;602.239
TOTAL RESIDUOS;Asturias, Principado de;2018;500.933
TOTAL RESIDUOS;Asturias, Principado de;2017;531.511
TOTAL RESIDUOS;Asturias, Principado de;2016;537.945
TOTAL RESIDUOS;Asturias, Principado de;2015;542.283
TOTAL RESIDUOS;Asturias, Principado de;2014;524.878
TOTAL RESIDUOS;Asturias, Principado de;2013;520.232
TOTAL RESIDUOS;Asturias, Principado de;2012;535.269
TOTAL RESIDUOS;Asturias, Principado de;2011;577.390
TOTAL RESIDUOS;Asturias, Principado de;2010;617.707
TOTAL RESIDUOS;Balears, Illes;2018;958.487
TOTAL RESIDUOS;Balears, Illes;2017;868.475
TOTAL RESIDUOS;Balears, Illes;2016;846.128
TOTAL RESIDUOS;Balears, Illes;2015;904.475
TOTAL RESIDUOS;Balears, Illes;2014;744.117
TOTAL RESIDUOS;Balears, Illes;2013;809.444
TOTAL RESIDUOS;Balears, Illes;2012;783.690
TOTAL RESIDUOS;Balears, Illes;2011;849.096
TOTAL RESIDUOS;Balears, Illes;2010;806.342
TOTAL RESIDUOS;Canarias;2018;1.331.187
TOTAL RESIDUOS;Canarias;2017;1.295.469
TOTAL RESIDUOS;Canarias;2016;1.245.102
TOTAL RESIDUOS;Canarias;2015;1.264.095
TOTAL RESIDUOS;Canarias;2014;1.259.718
TOTAL RESIDUOS;Canarias;2013;1.204.821
TOTAL RESIDUOS;Canarias;2012;1.310.231
TOTAL RESIDUOS;Canarias;2011;1.388.895
TOTAL RESIDUOS;Canarias;2010;1.439.982
TOTAL RESIDUOS;Cantabria;2018;328.868
TOTAL RESIDUOS;Cantabria;2017;310.877
TOTAL RESIDUOS;Cantabria;2016;312.927
TOTAL RESIDUOS;Cantabria;2015;310.816
TOTAL RESIDUOS;Cantabria;2014;302.559
TOTAL RESIDUOS;Cantabria;2013;307.942
TOTAL RESIDUOS;Cantabria;2012;320.882
TOTAL RESIDUOS;Cantabria;2011;341.963
TOTAL RESIDUOS;Cantabria;2010;356.284
TOTAL RESIDUOS;Castilla y León;2018;1.085.564
TOTAL RESIDUOS;Castilla y León;2017;1.075.445
TOTAL RESIDUOS;Castilla y León;2016;1.064.948
TOTAL RESIDUOS;Castilla y León;2015;1.067.544
TOTAL RESIDUOS;Castilla y León;2014;1.065.473
TOTAL RESIDUOS;Castilla y León;2013;1.018.877
TOTAL RESIDUOS;Castilla y León;2012;1.135.173
TOTAL RESIDUOS;Castilla y León;2011;1.248.937
TOTAL RESIDUOS;Castilla y León;2010;1.182.214
TOTAL RESIDUOS;Castilla - La Mancha;2018;967.278
TOTAL RESIDUOS;Castilla - La Mancha;2017;938.070
TOTAL RESIDUOS;Castilla - La Mancha;2016;970.900
TOTAL RESIDUOS;Castilla - La Mancha;2015;938.759
TOTAL RESIDUOS;Castilla - La Mancha;2014;885.596
TOTAL RESIDUOS;Castilla - La Mancha;2013;903.734
TOTAL RESIDUOS;Castilla - La Mancha;2012;920.359
TOTAL RESIDUOS;Castilla - La Mancha;2011;1.118.982
TOTAL RESIDUOS;Castilla - La Mancha;2010;1.130.863
TOTAL RESIDUOS;Cataluña;2018;3.471.194
TOTAL RESIDUOS;Cataluña;2017;3.739.368
TOTAL RESIDUOS;Cataluña;2016;3.539.278
TOTAL RESIDUOS;Cataluña;2015;3.555.158
TOTAL RESIDUOS;Cataluña;2014;3.639.796
TOTAL RESIDUOS;Cataluña;2013;3.633.471
TOTAL RESIDUOS;Cataluña;2012;3.630.682
TOTAL RESIDUOS;Cataluña;2011;3.926.855
TOTAL RESIDUOS;Cataluña;2010;3.998.833
TOTAL RESIDUOS;Comunitat Valenciana;2018;2.544.874
TOTAL RESIDUOS;Comunitat Valenciana;2017;2.434.749
TOTAL RESIDUOS;Comunitat Valenciana;2016;2.209.773
TOTAL RESIDUOS;Comunitat Valenciana;2015;2.187.379
TOTAL RESIDUOS;Comunitat Valenciana;2014;2.166.596
TOTAL RESIDUOS;Comunitat Valenciana;2013;2.141.608
TOTAL RESIDUOS;Comunitat Valenciana;2012;2.148.962
TOTAL RESIDUOS;Comunitat Valenciana;2011;2.221.793
TOTAL RESIDUOS;Comunitat Valenciana;2010;2.304.815
TOTAL RESIDUOS;Extremadura;2018;508.816
TOTAL RESIDUOS;Extremadura;2017;500.470
TOTAL RESIDUOS;Extremadura;2016;486.066
TOTAL RESIDUOS;Extremadura;2015;497.998
TOTAL RESIDUOS;Extremadura;2014;495.031
TOTAL RESIDUOS;Extremadura;2013;449.648
TOTAL RESIDUOS;Extremadura;2012;487.295
TOTAL RESIDUOS;Extremadura;2011;498.022
TOTAL RESIDUOS;Extremadura;2010;565.836
TOTAL RESIDUOS;Galicia;2018;1.138.245
TOTAL RESIDUOS;Galicia;2017;1.118.999
TOTAL RESIDUOS;Galicia;2016;1.110.604
TOTAL RESIDUOS;Galicia;2015;1.143.025
TOTAL RESIDUOS;Galicia;2014;1.139.200
TOTAL RESIDUOS;Galicia;2013;1.082.799
TOTAL RESIDUOS;Galicia;2012;1.107.606
TOTAL RESIDUOS;Galicia;2011;1.178.527
TOTAL RESIDUOS;Galicia;2010;1.217.833
TOTAL RESIDUOS;Madrid, Comunidad de;2018;2.543.031
TOTAL RESIDUOS;Madrid, Comunidad de;2017;2.623.515
TOTAL RESIDUOS;Madrid, Comunidad de;2016;2.471.956
TOTAL RESIDUOS;Madrid, Comunidad de;2015;2.328.829
TOTAL RESIDUOS;Madrid, Comunidad de;2014;2.404.984
TOTAL RESIDUOS;Madrid, Comunidad de;2013;2.339.317
TOTAL RESIDUOS;Madrid, Comunidad de;2012;2.416.397
TOTAL RESIDUOS;Madrid, Comunidad de;2011;2.572.917
TOTAL RESIDUOS;Madrid, Comunidad de;2010;2.705.212
TOTAL RESIDUOS;Murcia, Región de;2018;729.954
TOTAL RESIDUOS;Murcia, Región de;2017;725.009
TOTAL RESIDUOS;Murcia, Región de;2016;693.514
TOTAL RESIDUOS;Murcia, Región de;2015;680.064
TOTAL RESIDUOS;Murcia, Región de;2014;676.893
TOTAL RESIDUOS;Murcia, Región de;2013;663.225
TOTAL RESIDUOS;Murcia, Región de;2012;642.582
TOTAL RESIDUOS;Murcia, Región de;2011;646.344
TOTAL RESIDUOS;Murcia, Región de;2010;907.503
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2018;294.029
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2017;283.870
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2016;289.655
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2015;296.268
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2014;276.790
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2013;278.502
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2012;289.777
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2011;311.905
TOTAL RESIDUOS;Navarra, Comunidad Foral de;2010;317.144
TOTAL RESIDUOS;País Vasco;2018;1.040.595
TOTAL RESIDUOS;País Vasco;2017;929.438
TOTAL RESIDUOS;País Vasco;2016;987.223
TOTAL RESIDUOS;País Vasco;2015;946.155
TOTAL RESIDUOS;País Vasco;2014;846.681
TOTAL RESIDUOS;País Vasco;2013;1.146.582
TOTAL RESIDUOS;País Vasco;2012;1.098.892
TOTAL RESIDUOS;País Vasco;2011;1.048.759
TOTAL RESIDUOS;País Vasco;2010;1.076.053
TOTAL RESIDUOS;Rioja, La;2018;134.121
TOTAL RESIDUOS;Rioja, La;2017;130.723
TOTAL RESIDUOS;Rioja, La;2016;138.085
TOTAL RESIDUOS;Rioja, La;2015;126.911
TOTAL RESIDUOS;Rioja, La;2014;125.295
TOTAL RESIDUOS;Rioja, La;2013;129.965
TOTAL RESIDUOS;Rioja, La;2012;124.602
